Unnamed: 0,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15,price
-1.7294542457122097,-0.4096185093519317,-1.4491633092554563,-0.9811547790967815,-0.3125608708634093,-0.8630450260483762,-0.08975773845693298,-0.3097532683898678,-0.6731150160765245,-0.522314799043877,-0.7218697116683721,-0.6672526137337592,-0.4983527812783929,-0.20665696338805378,-0.2702954093557898,-0.35501567413667856,-0.9651536669848693,-0.3127013357787003,221.9
-1.725991874849923,-0.4096185093519317,0.28304241541040115,0.5842853089483041,-0.25759045173736844,1.069866566445188,-0.08975773845693298,-0.3097532683898678,-0.6731150160765245,-0.522314799043877,0.5311719579381354,0.2198655945321415,-0.6402426755850037,4.82648122919675,1.2106128808103216,-0.7994303849360056,-0.44310793912759067,-0.23343882221421144,538.0
-1.7225295039876363,-1.5833105132256609,-1.4491633092554563,-1.4429032942755478,-0.1623590346835866,-0.8630450260483762,-0.08975773845693298,-0.3097532683898678,-0.6731150160765245,-1.3842204080271725,-1.2408061606973297,-0.6672526137337592,-1.2787471999647522,-0.20665696338805378,1.3299043493699882,-0.18298417318208718,1.0931980599952575,-0.21658208856022512,180.0
-1.7190671331253495,0.7640734945217974,1.3223658502099156,-0.10270638436644568,-0.3350048233960265,-0.8630450260483762,-0.08975773845693298,-0.3097532683898678,2.228242811839529,-0.522314799043877,-0.8864105369702366,1.3509413100711647,-0.14362804551186598,-0.20665696338805378,-0.20253220828051097,-1.3298608462126282,-0.9353224825358819,-0.33860411798931755,604.0
-1.7156047622630628,-0.4096185093519317,-0.06339872952277033,-0.41804683375682267,-0.2286550175491635,-0.8630450260483762,-0.08975773845693298,-0.3097532683898678,-0.6731150160765245,0.33959080993941854,-0.08902038358427737,-0.6672526137337592,0.6367663731744932,-0.20665696338805378,0.47509980247232736,1.1645959176288445,-0.2790364246581603,-0.23885848126135598,510.0
-1.7121423914007763,0.7640734945217974,3.4010127198089446,3.7940005973860695,3.011906436583334,-0.8630450260483762,-0.08975773845693298,-0.3097532683898678,-0.6731150160765245,2.925307636889305,2.7081736465474213,2.7259745328833107,1.133381003247631,-0.20665696338805378,0.7525054068743111,1.4513150858865307,4.1359788737919665,3.524098466126271,1225.0
-1.7086800205384896,-0.4096185093519317,0.28304241541040115,-0.3786292775830255,-0.27219628546244085,1.069866566445188,-0.08975773845693298,-0.3097532683898678,-0.6731150160765245,-0.522314799043877,-0.04472093061839074,-0.6672526137337592,0.9205461617877148,-0.20665696338805378,-1.6926167652589545,-0.8567742185875021,0.3742665147746626,-0.2661161782337594,257.5
-1.7052176496762028,-0.4096185093519317,-0.7562810193891133,-1.1163006859783717,-0.1723379612711656,-0.8630450260483762,-0.08975773845693298,-0.3097532683898678,-0.6731150160765245,-0.522314799043877,-0.8737535504085547,-0.6672526137337592,-0.21457299266517135,-0.20665696338805378,-0.988161820747111,-0.7707584681102064,-0.5027703080255654,-0.15086872261359763,291.85
-1.701755278813916,-0.4096185093519317,-1.4491633092554563,-0.30542524468883087,-0.24971780377208116,-0.8630450260483762,-0.08975773845693298,-0.3097532683898678,-0.6731150160765245,-0.522314799043877,-0.8864105369702366,0.9517381163515096,-0.32099041339512946,-0.20665696338805378,-0.26253087589923957,-0.9284540106519491,-0.3088676091071476,-0.21454971641754592,229.5
-1.6982929079516293,-0.4096185093519317,0.6294835603435727,-0.18154149671403993,-0.28113933731774526,1.069866566445188,-0.08975773845693298,-0.3097532683898678,-0.6731150160765245,-0.522314799043877,0.1767763342110424,-0.6672526137337592,1.2043259504009363,-0.20665696338805378,-1.2782730253506813,1.2649476265189887,0.6009835165869665,-0.2361885021719539,323.0
